SUBE_KODU;SUBE_KODU_org;SUBE_ADI;BOLGE;IL_KODU;IL_ADI;SUBE_AKTIF_KOD;ILCE_KODU;ILCE_ISMI;SUBE_ADRES;KAPANIS_TARIHI;ACILIS_TAR
3280;1075;ŞEHZADEBAŞI;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;Balabanağa Mahallesi Vidinli Tevfikpaşa Caddesi No:14/B Fatih/İstanbul;NULL;2012-03-27 00:00:00.000
3285;3285;ARPAÇAY;KARADENİZ           ;36;KARS                                              ;P;3603;ARPAÇAY;Orta Mahalle Dr. İbrahim Gökçe Caddesi Sevdakar Oğulları Apt. No:26/B Arpaçay/Ka;14.09.2022 00:00;2018-03-08 00:00:00.000
3290;1525;ÇORLU;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5902;ÇORLU;Muhittin Mah. Salih Omurtak Cad. No:57/A;NULL;2013-07-12 00:00:00.000
3295;3295;VARTO;GÜNEYDOĞU ANADOLU   ;49;MUŞ                                               ;P;4903;VARTO;Kültür Mahallesi Muş Caddesi No:1/1 Varto/Muş;13.09.2022 00:00;2018-03-19 00:00:00.000
3300;6080;BATIKENT;BAŞKENT-2           ;6;ANKARA                                            ;A;605;YENİMAHALLE;Meydan Batıkent Ticaret ve Kültür Merkezi Kentkoop Mah. Batıkent Bulvarı No:255/;NULL;2011-10-03 00:00:00.000
3305;5230;SARIYER;AVRUPA-1            ;34;İSTANBUL                                          ;A;3412;SARIYER;Sarıyer Mah. Türbe Çeşmesi Sok. NO:10 Sarıyer / İstanbul;NULL;2010-09-23 00:00:00.000
3310;3600;ESKİŞEHİR ORGANİZE SANAYİ;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;A;2613;ODUNPAZARI;ORG.SAN.BÖLG.KARŞISI EMKO MOB.SİTESİ A 1 BLOK NO:1 ESKİŞEHİR;NULL;2006-01-19 00:00:00.000
3315;2635;SAMSUN HAVZA;KARADENİZ           ;55;SAMSUN                                            ;A;5504;HAVZA;25 Mayıs Mah. Şehit Jan. Uzm. Çvş. Kaşif Arslan Sok. No:11 Havza/Samsun;NULL;2015-12-11 00:00:00.000
3320;5110;ARNAVUTKÖY;AVRUPA-2            ;34;İSTANBUL                                          ;A;3434;ARNAVUTKÖY;MERKEZ MAHALLESİ ESKİ EDİRNE CADDESİ NO: 1414/A ARNAVUTKÖY/İSTANBUL;NULL;2010-08-26 00:00:00.000
3325;3325;HINIS;KARADENİZ           ;25;ERZURUM                                           ;P;2503;HINIS;Gülistan Mahallesi Cumhuriyet Caddesi No:167 Hınıs/Erzurum;13.09.2022 00:00;2018-04-27 00:00:00.000
3330;9300;INTERNET ŞUBE;GENEL MÜDÜRLÜK      ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;BÜYÜKDERE CD. NO:106 ESENTEPE;NULL;1999-01-10 00:00:00.000
3335;2690;MANİSA CUMHURİYET BULVARI;EGE                 ;45;MANİSA                                            ;A;4500;MANİSA;1.Anafartalar Mahallesi Cumhuriyet Caddesi No:33/A Şehzadeler/Manisa;NULL;2002-12-27 00:00:00.000
3340;1060;ERBAA;KARADENİZ           ;60;TOKAT                                             ;A;6003;ERBAA;Cumhuriyet Mah. Hükümet Cad. No:190 Erbaa / TOKAT;NULL;2008-07-01 00:00:00.000
3345;3345;ELEŞKİRT;GÜNEYDOĞU ANADOLU   ;4;AĞRI                                              ;P;403;ELEŞKİRT;Lozan Mahallesi Cumhuriyet Caddesi No:34/A Eleşkirt/Ağrı;11.10.2022 00:00;2018-06-04 00:00:00.000
3350;3755;DİYARBAKIR BÜYÜK İŞLETMELER;GÜNEYDOĞU ANADOLU   ;21;DİYARBAKIR                                        ;A;2116;KAYAPINAR;Fırat Mahallesi Urfa Bulvarı No:146 İç Kapı No:2 Kayapınar/Diyarbakır;NULL;2022-04-01 00:00:00.000
3355;3355;BALA;BAŞKENT-1           ;6;ANKARA                                            ;P;607;BALA;Şentepe Mahallesi Atatürk Bulvarı No:94 Bala/Ankara;12.12.2022 00:00;2018-05-08 00:00:00.000
3360;9040;SULTANHAMAM;AVRUPA-1            ;34;İSTANBUL                                          ;A;3408;FATİH;Hobyar Mah. Aşirefendi Cad. Dilsiz Zade Han No:18B Fatih/İstanbul;NULL;1997-11-27 00:00:00.000
3365;3365;BOZOVA;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;P;6303;BOZOVA;Gölbaşı Mahallesi Aydın Sokak No:3/1 Bozova/Şanlıurfa;12.09.2022 00:00;2018-07-23 00:00:00.000
3370;3370;CADDEBOSTAN;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;P;3410;KADIKÖY;Bağdat Cad. No:297/A Şirin Apt. Zemin Kat Dükkan No:2 Erenköy   Kadıköy / İstanb;21.12.2018 00:00;2005-09-12 00:00:00.000
3375;3375;TAŞOVA;KARADENİZ           ;5;AMASYA                                            ;P;505;TAŞOVA;Yemişen Mahallesi Hükümet Caddesi No:3A Taşova/Amasya;07.08.2023 00:00;2018-07-23 00:00:00.000
3380;3990;BOZÜYÜK;MARMARA             ;11;BİLECİK                                           ;A;1101;BOZÜYÜK;Yeni Mahallesi İsmet İnönü Caddesi No:106/C Bozüyük/Bilecik;NULL;2007-12-12 00:00:00.000
3385;7020;MURATLI;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5905;MURATLI;Fatih Mah. Mustafa Kemal Cd. No:4/A Muratlı Tekirdağ;NULL;2011-09-28 00:00:00.000
3390;2870;KUŞADASI LİMAN;EGE                 ;9;AYDIN                                             ;A;906;KUŞADASI;Camikebir Mahallesi Atatürk Bulvarı No:1 Kuşadası/Aydın;NULL;2004-04-01 00:00:00.000
3395;2410;KAVACIK;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3404;BEYKOZ;Çubuklu Mahallesi Orhan Veli Kanık Caddesi Yavuz Mutlu Apartman No:51/A Beykoz/İ;NULL;2002-11-04 00:00:00.000
3425;3425;REFAHİYE;KARADENİZ           ;24;ERZİNCAN                                          ;P;2405;REFAHİYE;Kemaliye Mahallesi Binali Yıldırım Caddesi No:42/7 Refahiye/Erzincan;13.09.2022 00:00;2018-06-04 00:00:00.000
3435;3435;LALAPAŞA;TRAKYA              ;22;EDİRNE                                            ;P;2205;LALAPAŞA;Merkez Mah. Cumhuriyet Cad. No: 18 /1 / Z1 Lalapaşa/Edirne;13.09.2022 00:00;2018-07-23 00:00:00.000
3440;3440;İSTİNYE;AVRUPA-1            ;34;İSTANBUL                                          ;P;3412;SARIYER;İstinye Mahallesi İstinye Caddesi No:22/A Sarıyer/İstanbul;10.07.2019 00:00;2005-10-19 00:00:00.000
3445;3595;AKÇADAĞ;GÜNEYDOĞU ANADOLU   ;44;MALATYA                                           ;A;4401;AKÇADAĞ;Kültür Mahallesi Ziya Gökalp Caddesi No:1/3 Akçadağ/Malatya;NULL;2019-12-16 00:00:00.000
3450;5070;AVRUPA TEM;AVRUPA-2            ;34;İSTANBUL                                          ;A;3409;GAZİOSMANPAŞA;Karayolları Mah. Abdi İpekçi Cad. Avrupa Konutları Sit. Bina No:18/2 Dükkan No:1;NULL;2010-08-18 00:00:00.000
3455;3455;ÇINAR;GÜNEYDOĞU ANADOLU   ;21;DİYARBAKIR                                        ;P;2103;ÇINAR;Gazi Mah. 19 Mayıs Cad. No: 60 / B1 Çınar/Diyarbakır;13.09.2022 00:00;2018-07-23 00:00:00.000
3460;2980;KEMER;AKDENİZ             ;7;ANTALYA                                           ;A;714;KEMER;Yeni Mah. Dörtyol Cad. 307 Ada Parsel 2 Ve 3 Nolu Dükkan  Kemer /Antalya;NULL;2004-04-01 00:00:00.000
3465;3465;SEYİTGAZİ;BAŞKENT-2           ;26;ESKİŞEHİR                                         ;P;2605;SEYİTGAZİ;Yunus Mahallesi Çarşı İçi Caddesi No:7 Seyitgazi/Eskişehir;05.07.2022 00:00;2018-06-11 00:00:00.000
3470;1950;İZNİK;MARMARA             ;16;BURSA                                             ;A;1603;İZNİK;Mahmut Çelebi Mah. Canbaz Sok. No:6   İznik/Bursa;NULL;2009-12-17 00:00:00.000
3475;3475;HANAK;KARADENİZ           ;75;ARDAHAN                                           ;P;7504;HANAK;Hürriyet Mahallesi Atatürk Caddesi Hanak Belediyesi Hizmet Binası Apt. No:74 A H;19.04.2022 00:00;2018-06-11 00:00:00.000
3480;2605;KANGAL;KARADENİZ           ;58;SİVAS                                             ;A;5806;KANGAL;Zafer Mah. Eski Sivas Cad. No:14 Kangal/Sivas;NULL;2015-12-16 00:00:00.000
3485;3485;AHLAT;GÜNEYDOĞU ANADOLU   ;13;BİTLİS                                            ;P;1302;AHLAT;Selçuklu Mah. Selçuklu 1.Cad. No:195 Ahlat/Bitlis;07.08.2023 00:00;2018-07-23 00:00:00.000
3490;4300;CANİK;KARADENİZ           ;55;SAMSUN                                            ;A;5516;CANİK;Yeni mahalle Barbaros Caddesi No:5 Canik/SAMSUN;NULL;2007-08-01 00:00:00.000
3495;3495;İHSANİYE;BAŞKENT-2           ;3;AFYON                                             ;P;306;İHSANİYE;Şahinler Mahallesi Sanayi Caddesi No: 5/1 İhsaniye/Afyonkarahisar;09.05.2023 00:00;2018-08-17 00:00:00.000
3500;3480;RİZE;KARADENİZ           ;53;RİZE                                              ;A;5300;RİZE;Cumhuriyet Cad. No:121  Rize;NULL;2005-10-26 00:00:00.000
3505;3505;ARABAN;ÇUKUROVA            ;27;GAZİANTEP                                         ;P;2701;ARABAN;Dumlupınar Mahallesi Gaziantep Caddesi No:37/A Araban/Gaziantep;03.05.2023 00:00;2018-10-01 00:00:00.000
3510;2530;HADIMKÖY YOLU BÜYÜK İŞLETMELER;AVRUPA-2            ;34;İSTANBUL                                          ;A;3436;ESENYURT;Akçaburgaz Mah. Hadımköy Yolu Cad. No:186b Esenyurt/İstanbul;NULL;2002-12-12 00:00:00.000
3515;1085;HENDEK;MARMARA             ;54;SAKARYA                                           ;A;5403;HENDEK;Kemaliye Mahallesi Şehit Ali Gaffar Okan Caddesi No.29/C  Hendek/SAKARYA;NULL;2012-05-18 00:00:00.000
3520;1080;ERDEMLİ;ÇUKUROVA            ;33;İÇEL                                              ;A;3302;ERDEMLİ;Merkez Mahallesi Alparslan Türkeş Bulvarı No:595/A Erdemli/Mersin;NULL;2008-08-01 00:00:00.000
3525;3525;HİLVAN;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;P;6306;HİLVAN;Yeni Mah. İzollu Bozan Bey Cad. No: 44 / 2 Hilvan / Şanlıurfa;03.05.2023 00:00;2018-10-15 00:00:00.000
3530;3750;KÜÇÜKBAKKALKÖY;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3435;ATAŞEHİR;Kayışdağı Cad. K.Bakkalköy Mah. No.87 Ataşehir/İstanbul;NULL;2006-09-06 00:00:00.000
3535;1705;DENİZLİ BAYRAMYERİ;AKDENİZ             ;20;DENİZLİ                                           ;A;2000;DENİZLİ;Saraylar Mahallesi Enverpaşa Caddesi No:17-1A Merkezefendi/Denizli;NULL;2013-06-20 00:00:00.000
3540;4390;ÇORLU ÇARŞI;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5902;ÇORLU;Omurtak Caddesi Sayid Köymen Apt. No:73 D:1 Çorlu/Tekirdağ;NULL;2007-10-17 00:00:00.000
3545;3545;BAŞKALE;GÜNEYDOĞU ANADOLU   ;65;VAN                                               ;P;6501;BAŞKALE;Hafiziye Mah. Kadir Saruhan-113 Cad. No: 40 / 40 Başkale / Van;11.10.2022 00:00;2019-08-23 00:00:00.000
3550;1580;FERHATPAŞA;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3435;ATAŞEHİR;Ferhatpaşa Mah. Üsküdar Cad Mustafaoğulları Apt. No:84/B Ataşehir / İstanbul;NULL;2009-09-08 00:00:00.000
3555;8090;SARAY;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5906;SARAY;Ayaspaşa Mah. Cumhuriyet Cad. No:7 Saray/Tekirdağ;NULL;2011-11-14 00:00:00.000
3560;3315;İNEGÖL PAZARYOLU;MARMARA             ;16;BURSA                                             ;A;1602;İNEGÖL;Sinanbey Mahallesi Ahmet Akyollu Caddesi No:56A/11 İnegöl/Bursa;NULL;2018-03-23 00:00:00.000
3565;3565;ÇILDIR;KARADENİZ           ;75;ARDAHAN                                           ;P;7501;ÇILDIR;Dedekorkut Mahallesi Atif Ababay Cad. No: 68/0 Çıldır/Ardahan;13.09.2022 00:00;2019-08-23 00:00:00.000
3570;3570;OTOCENTER;AVRUPA-2            ;34;İSTANBUL                                          ;P;3427;BAĞCILAR;Oto Center Galericiler Sitesi Hüseyin Karaaslan Cad. G Blok No.8 Bağcılar/İstanb;30.03.2018 00:00;2005-12-14 00:00:00.000
3575;3575;YEŞİLOVA;AKDENİZ             ;15;BURDUR                                            ;P;1505;YEŞİLOVA;Merkez Mah. Cumhuriyet Meydanı No: 13B / 0 Yeşilova / Burdur;25.08.2022 00:00;2019-09-23 00:00:00.000
3580;3520;POLATLI;BAŞKENT-2           ;6;ANKARA                                            ;A;621;POLATLI;Ankara Cad. No.34/A  Polatlı / Ankara;NULL;2005-11-24 00:00:00.000
3585;5700;ÇAYIROVA;İSTANBUL ANADOLU    ;41;KOCAELİ                                           ;A;4108;ÇAYIROVA;Çayırova Mah. Fatih Cad. No:68 Çayırova/Kocaeli;NULL;2011-04-01 00:00:00.000
3590;1500;VİRANŞEHİR;GÜNEYDOĞU ANADOLU   ;63;ŞANLIURFA                                         ;A;6309;VİRANŞEHİR;Kale Mahallesi Ceylanpınar Caddesi No:15A Viranşehir/Şanlıurfa;NULL;2009-07-15 00:00:00.000
3595;1700;ÇİĞLİ;EGE                 ;35;İZMİR                                             ;A;3525;ÇİĞLİ;Anadolu Cad. No:935 Çiğli / İzmir;NULL;2009-11-04 00:00:00.000
3600;1130;KONYA TİCARİ MERKEZ;BAŞKENT-2           ;42;KONYA                                             ;A;4224;KARATAY;Fevziçakmak Mah Şehit İbrahim Betin Cad E Blk No:2 Karatay/Konya;NULL;2008-07-31 00:00:00.000
3605;3605;KOZLUK;GÜNEYDOĞU ANADOLU   ;72;BATMAN                                            ;P;7205;KOZLUK;Tepecik Mahallesi İpekyolu 3 Caddesi No:1/1 Kozluk/Batman;11.10.2022 00:00;2019-12-23 00:00:00.000
3610;1390;KOZAN;ÇUKUROVA            ;1;ADANA                                             ;A;108;KOZAN;Tufanpaşa Mahallesi Irmak Caddesi No:34/D Kozan/Adana;NULL;2008-12-23 00:00:00.000
3615;3615;ARTOVA;KARADENİZ           ;60;TOKAT                                             ;P;6002;ARTOVA;Alpaslan Mahallesi 15 Temmuz Şehitler Caddesi No:87 Artova/Tokat;23.03.2022 00:00;2019-12-30 00:00:00.000
3620;1730;ŞARKIŞLA;KARADENİZ           ;58;SİVAS                                             ;A;5809;ŞARKIŞLA;Pınarönü mh. Cumhuriyet Cd. Sebat Hyper Market blok No:14 Şarkışla / Sivas;NULL;2009-11-05 00:00:00.000
3625;3625;DOĞANŞEHİR;GÜNEYDOĞU ANADOLU   ;44;MALATYA                                           ;P;4405;DOĞANŞEHİR;Yeni Mahalle İnönü Caddesi No:23A Doğanşehir/Malatya;03.05.2023 00:00;2019-12-23 00:00:00.000
3630;9210;KIZILTOPRAK;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3410;KADIKÖY;Feneryolu Mahallesi Bağdat Caddesi No:91/A Kadıköy/İstanbul;NULL;1998-07-06 00:00:00.000
3635;3635;SİNANPAŞA;BAŞKENT-2           ;3;AFYON                                             ;P;308;SİNANPAŞA;Çiğiltepe Mah. Çiğiltepe Cad. No: 26 / Z1 Sinanpaşa/Afyonkarahisar;09.05.2023 00:00;2020-02-18 00:00:00.000
3640;3640;GÖREME;ORTA ANADOLU        ;50;NEVŞEHİR                                          ;P;5000;NEVŞEHİR;Gaferli Mah. Müze Cad. No:36/B Göreme Kasabası  Nevşehir;19.07.2017 00:00;2005-12-23 00:00:00.000
3645;9680;ÇORUM;KARADENİZ           ;19;ÇORUM                                             ;A;1900;ÇORUM;İnönü Caddesi No:21/B Çorum;NULL;2002-01-03 00:00:00.000
3650;3100;OSTİM;BAŞKENT-2           ;6;ANKARA                                            ;A;605;YENİMAHALLE;100.Yıl Bulvarı No:58 Ostim/ANKARA;NULL;2004-12-06 00:00:00.000
3655;9120;ZEYTİNBURNU BÜYÜK İŞLETMELER;AVRUPA-1            ;34;İSTANBUL                                          ;A;3415;ZEYTİNBURNU;Gökalp Mahallesi 58. Bulvar Caddesi No:55/A Zeytinburnu/İstanbul;NULL;2011-11-21 00:00:00.000
3660;3660;PINARBAŞI TİCARİ MERKEZ;EGE                 ;35;İZMİR                                             ;P;3501;BORNOVA;Ümit Mah. Kemalpaşa Cad. No:339 K:1 Bornova/İzmir;19.12.2017 00:00;2002-12-30 00:00:00.000
3670;3670;DALAMAN HAVAALANI;AKDENİZ             ;48;MUĞLA                                             ;P;4802;DALAMAN;DALAMAN HAVALİMANI DIŞ HATLAR TERMİNALİ    DALAMAN/MUĞLA;08.07.2015 00:00;2006-05-31 00:00:00.000
3675;9370;BEBEK;AVRUPA-1            ;34;İSTANBUL                                          ;A;3403;BEŞİKTAŞ;Bebek Mahallesi İnşirah Caddesi No:3A Beşiktaş/İstanbul;NULL;1999-12-20 00:00:00.000
3680;3830;ÇEKMEKÖY;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3440;ÇEKMEKÖY;Çamlık Mah. Muhsin Yazıcıoğlu Cad. No:46/A Çekmeköy/İstanbul;NULL;2006-12-18 00:00:00.000
3685;3320;KAYSERİ ESKİ SANAYİ;BAŞKENT-1           ;38;KAYSERİ                                           ;A;3814;KOCASİNAN;Sanayi Mahallesi Osman Kavuncu Bulvarı No:82 Kocasinan/Kayseri;NULL;2005-08-04 00:00:00.000
3690;2535;NUSAYBİN;GÜNEYDOĞU ANADOLU   ;47;MARDİN                                            ;A;4708;NUSAYBİN;Selahaddin Eyyubi Mah. Cumhuriyet Cad. No:4/A Nusaybin / Mardin;NULL;2015-11-04 00:00:00.000
3700;3700;ANKARA TİCARİ MERKEZ;BAŞKENT-2           ;6;ANKARA                                            ;P;602;ÇANKAYA;Aziziye Mahallesi Cinnah Caddesi No:84/B Çankaya/Ankara;29.11.2023 00:00;2006-02-03 00:00:00.000
3705;4260;HAYRABOLU;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5903;HAYRABOLU;İlyas Mahallesi Uzunköprü Caddesi No:11-1 Hayrabolu/Tekirdağ;NULL;2007-06-22 00:00:00.000
3715;3045;AKSARAY ORTAKÖY;BAŞKENT-2           ;68;AKSARAY                                           ;A;6802;ORTAKÖY;Zafer mah. İmamlar sok. No:1 B Ortaköy /Aksaray;NULL;2017-09-19 00:00:00.000
3720;3680;AKDENİZ TİCARİ MERKEZ;AKDENİZ             ;7;ANTALYA                                           ;A;719;MURATPAŞA;ASPENDOS BULVARI ERÜST İŞ MERKEZİ B BLOK NO : 74 / 5 ANTALYA;NULL;2006-02-09 00:00:00.000
3725;2580;TORBALI;EGE                 ;35;İZMİR                                             ;A;3518;TORBALI;Tepeköy Mahallesi Kazımdirik Caddesi No:15/A Torbalı/İzmir;NULL;2002-12-27 00:00:00.000
3730;1400;FATSA;KARADENİZ           ;52;ORDU                                              ;A;5203;FATSA;Dumlupınar Mah. Reşadiye Cad. No:67/A Fatsa / Ordu;NULL;2008-12-19 00:00:00.000
3735;3150;ERZURUM;KARADENİZ           ;25;ERZURUM                                           ;A;2520;YAKUTİYE;Lalapaşa Mahallesi İzzet Paşa Caddesi No:1B Yakutiye/Erzurum;NULL;2004-12-29 00:00:00.000
3740;3740;KERESTECİLER SİTESİ;AVRUPA-3            ;34;İSTANBUL                                          ;P;3438;BAŞAKŞEHİR;Keresteciler Sitesi 4.Blok No.1  İkitelli/İstanbul;13.07.2017 00:00;2006-02-09 00:00:00.000
3745;3270;YÜREĞİR;ÇUKUROVA            ;1;ADANA                                             ;A;117;YÜREĞİR;Seyhan Mah. İlbey Güneş Cad. No:6 İç Kapı No:Z01 Yüreğir/Adana;NULL;2005-05-31 00:00:00.000
3750;2025;ÜMİTKÖY;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Mutlukent Mahallesi 2432 Cadde No:51 Çankaya/Ankara;NULL;2013-11-08 00:00:00.000
3755;5770;CİHANBEYLİ;BAŞKENT-2           ;42;KONYA                                             ;A;4204;CİHANBEYLİ;Köprübaşı Mahallesi Konya Caddesi No:90A Cihanbeyli/Konya;NULL;2011-06-01 00:00:00.000
3760;1900;ÇANKIRI;BAŞKENT-1           ;18;ÇANKIRI                                           ;A;1800;ÇANKIRI;Buğday Pazarı Mahallesi Atatürk Bulvarı Filizler Apt. No:40/A Merkez/Çankırı;NULL;2009-12-17 00:00:00.000
3765;3800;YENİŞEHİR;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;İzmir Cad.No:24/B KIZILAY-ANKARA;NULL;2006-12-21 00:00:00.000
3780;8010;KESTEL;MARMARA             ;16;BURSA                                             ;A;1617;KESTEL;Ahmet Vefik Paşa Mahallesi Bursa Cad. No:23/B Kestel/Bursa;NULL;2011-10-31 00:00:00.000
3790;5380;SANATORYUM;BAŞKENT-2           ;6;ANKARA                                            ;A;603;KEÇİÖREN;Tepebaşı Mahallesi Sanatoryum Caddesi No:108/C Keçiören/Ankara;NULL;2010-09-29 00:00:00.000
3795;2470;İMSAN İKİTELLİ;AVRUPA-2            ;34;İSTANBUL                                          ;A;3421;KÜÇÜKÇEKMECE;Küçükçekmece İkitelli OSB Mahallesi İmsan E Blok Sokak İmsan Sitesi E Blok Dış K;NULL;2002-11-04 00:00:00.000
3800;1710;BUCAK;AKDENİZ             ;15;BURDUR                                            ;A;1502;BUCAK;Cumhuriyet Caddesi No:53 Bucak/Burdur;NULL;2009-09-30 00:00:00.000
3805;9250;BAYRAMPAŞA;AVRUPA-2            ;34;İSTANBUL                                          ;A;3425;BAYRAMPAŞA;Yenidoğan Mahallesi Numunebağı Caddesi No: 68-70/B Bayrampaşa/İstanbul;NULL;1998-10-16 00:00:00.000
3820;9960;NİŞANTAŞI;AVRUPA-1            ;34;İSTANBUL                                          ;A;3413;ŞİŞLİ;VALİKONAĞI CAD NO:115/A   ŞİŞLİ/İSTANBUL;NULL;2002-01-03 00:00:00.000
3825;4700;SEYHAN;ÇUKUROVA            ;1;ADANA                                             ;A;116;SEYHAN;Reşatbey Mah. Atatürk Cad. Çekmegil Apt. No:26/B Seyhan/Adana;NULL;2008-04-30 00:00:00.000
3830;5630;AKYAZI;MARMARA             ;54;SAKARYA                                           ;A;5401;AKYAZI;Ömercikler Mah. Çarşı içi No:1   Akyazı / Sakarya;NULL;2011-02-10 00:00:00.000
3835;1270;NİZİP;ÇUKUROVA            ;27;GAZİANTEP                                         ;A;2704;NİZİP;Saha Mah. Atatürk Bulvarı No:36/B Nizip/Gaziantep;NULL;2008-12-25 00:00:00.000
3840;3310;TEKİRDAĞ;TRAKYA              ;59;TEKİRDAĞ                                          ;A;5900;TEKİRDAĞ;Eskicami-Ortacami Mahallesi Namık Kemal Caddesi No:5A Süleymanpaşa/Tekirdağ;NULL;2005-07-18 00:00:00.000
3845;4140;BAŞKENT TİCARİ MERKEZ;BAŞKENT-1           ;6;ANKARA                                            ;A;602;ÇANKAYA;Cinnah Caddesi No:84 Kat:1 Çankaya/Ankara;NULL;2007-06-22 00:00:00.000
3850;2995;KARS SELİM;KARADENİZ           ;36;KARS                                              ;A;3612;SELİM;Çarşı Mahallesi Kazım Paşa Caddesi No:210 İç Kapı No:1 Selim/Kars;NULL;2017-06-09 00:00:00.000
3855;5640;AYDIN BULVAR;EGE                 ;9;AYDIN                                             ;A;900;AYDIN;Adnan Menderes Mahallesi 509 Sokak No:4A Efeler/Aydın;NULL;2011-03-02 00:00:00.000
3860;3530;BALÇOVA;EGE                 ;35;İZMİR                                             ;A;3524;BALÇOVA;ATA CAD  NO:18/A  BALÇOVA;NULL;2005-11-24 00:00:00.000
3865;5670;ERYAMAN;BAŞKENT-2           ;6;ANKARA                                            ;A;627;ETİMESGUT;Metrokent AVM Göksu Mah. Erzurum Kongresi Cad. No:9/19 Eryaman  Etimesgut/Ankara;NULL;2011-06-17 00:00:00.000
3870;1535;EŞME;MARMARA             ;64;UŞAK                                              ;A;6402;EŞME;Şehit Alibey Mah. Hükümet Cad. No:30 Eşme/Uşak;NULL;2013-06-04 00:00:00.000
3880;3585;HAVRAN;TRAKYA              ;10;BALIKESİR                                         ;A;1010;HAVRAN;Hamambaşı Mahallesi Kızılay Meydanı Havran Belediye Binası No:10 Havran/Balıkesi;NULL;2019-10-01 00:00:00.000
3890;9320;MALTEPE;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3430;MALTEPE;Bağlarbaşı Mahallesi Bağdat Caddesi No:471/A Maltepe/İstanbul;NULL;1999-04-12 00:00:00.000
3900;4780;MUDANYA;MARMARA             ;16;BURSA                                             ;A;1606;MUDANYA;Mütareke Mah. Mustafa Kemal Cad. No:56 Mudanya/Bursa;NULL;2008-06-03 00:00:00.000
3910;3910;MAHMUTPAŞA;AVRUPA-1            ;34;İSTANBUL                                          ;P;3408;FATİH;Taya Hatun Mah. Mahmutpaşa Cad. No:22 Fatih/İstanbul;23.12.2019 00:00;2006-12-27 00:00:00.000
3920;5490;MAMAK NATO YOLU;BAŞKENT-1           ;6;ANKARA                                            ;A;604;MAMAK;General Zeki Doğan Mah. Natoyolu Cad. No:12 / 10 Mamak / Ankara;NULL;2010-12-02 00:00:00.000
3930;5410;YENİMAHALLE;BAŞKENT-2           ;6;ANKARA                                            ;A;605;YENİMAHALLE;Pazar Cad. No: 26 Yenimahalle/Ankara;NULL;2010-12-02 00:00:00.000
3940;4380;ETLİK;BAŞKENT-2           ;6;ANKARA                                            ;A;603;KEÇİÖREN;Aşağı Eğlence Mah. General Dr. Tevfik Sağlam Cad. No:67/A   Etlik  Keçiören / An;NULL;2007-09-26 00:00:00.000
3950;3950;KAZIM KARABEKİR;BAŞKENT-2           ;6;ANKARA                                            ;P;601;ALTINDAĞ;KAZIM KARABEKİR CAD. NO:97/5 ALTINDAĞ / ANKARA;05.04.2023 00:00;2007-04-20 00:00:00.000
3960;2095;TAŞDELEN;İSTANBUL ANADOLU    ;34;İSTANBUL                                          ;A;3440;ÇEKMEKÖY;Taşdelen Mah. Turgut Özal Bulvarı No:133 Çekmeköy/İstanbul;NULL;2014-01-15 00:00:00.000
3970;5590;ÇAMDİBİ;EGE                 ;35;İZMİR                                             ;A;3522;KONAK;Fatih Cad. 1580 Sok. No:88/A Çamdibi Konak/İzmir;NULL;2011-04-04 00:00:00.000
3980;1195;BARAJ YOLU;ÇUKUROVA            ;1;ADANA                                             ;A;116;SEYHAN;Sümer Mh.Şehit Yzb.Bülent Angın Bulv.Hatice Hatun Apt.A Blk N:85A Seyhan / Adana;NULL;2012-08-16 00:00:00.000
3990;3200;SİTELER ANKARA;BAŞKENT-2           ;6;ANKARA                                            ;A;601;ALTINDAĞ;Demirhendek Cad. No:59 Siteler/ANKARA;NULL;2005-04-25 00:00:00.000
4000;5740;KARAPINAR;BAŞKENT-2           ;42;KONYA                                             ;A;4213;KARAPINAR;Hankapı Mahallesi Okullar Caddesi No:13A Karapınar/Konya;NULL;2011-04-12 00:00:00.000
4020;5720;POZCU;ÇUKUROVA            ;33;İÇEL                                              ;A;3313;YENİŞEHİR;Güvenevler Mah. Gazi Mustafa Kemal Bulvarı No:348/A Yenişehir/Mersin;NULL;2011-06-01 00:00:00.000
